Question,Location Code,Location Name,Answer,Count
House Wall Material,431,Ngulwi,Timber,0
House Wall Material,431,Ngulwi,Stone/Bricks,38
House Wall Material,431,Ngulwi,Polythene,0
House Wall Material,303,Itigi Majengo,Iron sheet,0
House Wall Material,303,Itigi Majengo,Mud,29
House Wall Material,303,Itigi Majengo,,0
House Wall Material,303,Itigi Majengo,Timber,0
House Wall Material,303,Itigi Majengo,Stone/Bricks,57
House Wall Material,303,Itigi Majengo,Polythene,0
House Wall Material,312,Nyampulukano,Iron sheet,0
House Wall Material,312,Nyampulukano,Mud,85
House Wall Material,312,Nyampulukano,,5
House Wall Material,312,Nyampulukano,Timber,0
House Wall Material,312,Nyampulukano,Stone/Bricks,42
House Wall Material,312,Nyampulukano,Polythene,0
House Wall Material,173,Lugulu,Iron sheet,0
House Wall Material,173,Lugulu,Mud,403
House Wall Material,173,Lugulu,,9
House Wall Material,173,Lugulu,Timber,0
House Wall Material,173,Lugulu,Stone/Bricks,194
House Wall Material,173,Lugulu,Polythene,0
House Wall Material,171,Makurugusi,Iron sheet,165
House Wall Material,171,Makurugusi,Mud,2959
House Wall Material,171,Makurugusi,,6
House Wall Material,171,Makurugusi,Timber,26
House Wall Material,171,Makurugusi,Stone/Bricks,1221
House Wall Material,171,Makurugusi,Polythene,7
House Wall Material,123,Nyakafulu,Iron sheet,15
House Wall Material,123,Nyakafulu,Mud,731
House Wall Material,123,Nyakafulu,,3
House Wall Material,123,Nyakafulu,Timber,0
House Wall Material,123,Nyakafulu,Stone/Bricks,667
House Wall Material,123,Nyakafulu,Polythene,0
House Wall Material,421,Ruhanga,Iron sheet,0
House Wall Material,421,Ruhanga,Mud,7
House Wall Material,421,Ruhanga,,0
House Wall Material,421,Ruhanga,Timber,0
House Wall Material,421,Ruhanga,Stone/Bricks,18
House Wall Material,421,Ruhanga,Polythene,0
House Wall Material,241,Nyakamwaga,Iron sheet,50
House Wall Material,241,Nyakamwaga,Mud,1371
House Wall Material,241,Nyakamwaga,,3
House Wall Material,241,Nyakamwaga,Timber,2
House Wall Material,241,Nyakamwaga,Stone/Bricks,567
House Wall Material,241,Nyakamwaga,Polythene,0
House Wall Material,143,Matui,Iron sheet,44
House Wall Material,143,Matui,Mud,460
House Wall Material,143,Matui,,0
House Wall Material,143,Matui,Timber,3
House Wall Material,143,Matui,Stone/Bricks,582
House Wall Material,143,Matui,Polythene,5
House Wall Material,381,Buganguzi,Iron sheet,0
House Wall Material,381,Buganguzi,Mud,21
House Wall Material,381,Buganguzi,,0
House Wall Material,381,Buganguzi,Timber,0
House Wall Material,381,Buganguzi,Stone/Bricks,17
House Wall Material,381,Buganguzi,Polythene,0
House Wall Material,142,Rwamishenye,Iron sheet,24
House Wall Material,142,Rwamishenye,Mud,281
House Wall Material,142,Rwamishenye,,5
House Wall Material,142,Rwamishenye,Timber,2
House Wall Material,142,Rwamishenye,Stone/Bricks,687
House Wall Material,142,Rwamishenye,Polythene,0
House Wall Material,151,Mwabusalu,Iron sheet,249
House Wall Material,151,Mwabusalu,Mud,2839
House Wall Material,151,Mwabusalu,,7
House Wall Material,151,Mwabusalu,Timber,22
House Wall Material,151,Mwabusalu,Stone/Bricks,1618
House Wall Material,151,Mwabusalu,Polythene,7
House Wall Material,172,Magu Mjini,Iron sheet,44
House Wall Material,172,Magu Mjini,Mud,221
House Wall Material,172,Magu Mjini,,2
House Wall Material,172,Magu Mjini,Timber,0
House Wall Material,172,Magu Mjini,Stone/Bricks,507
House Wall Material,172,Magu Mjini,Polythene,2
Household Education Level,233,Malampaka,,36
Household Education Level,233,Malampaka,Some primary,61
Household Education Level,233,Malampaka,None,15
Household Education Level,233,Malampaka,Some secondary,9
Household Education Level,233,Malampaka,Post secondary,1
Household Education Level,132,Makoko,,114
Household Education Level,132,Makoko,Some primary,352
Household Education Level,132,Makoko,None,73
Household Education Level,132,Makoko,Some secondary,76
Household Education Level,132,Makoko,Post secondary,27
Household Education Level,322,Ibighi,,0
Household Education Level,322,Ibighi,Some primary,23
Household Education Level,322,Ibighi,None,2
Household Education Level,322,Ibighi,Some secondary,0
Household Education Level,322,Ibighi,Post secondary,0
Household Education Level,131,Bukandwe,,692
Household Education Level,131,Bukandwe,Some primary,3900
Household Education Level,131,Bukandwe,None,1077
Household Education Level,131,Bukandwe,Some secondary,297
Household Education Level,131,Bukandwe,Post secondary,36
Household Education Level,391,Ibuga,,0
Household Education Level,391,Ibuga,Some primary,22
Household Education Level,391,Ibuga,None,5
Household Education Level,391,Ibuga,Some secondary,0
Household Education Level,391,Ibuga,Post secondary,0
Household Education Level,301,Nyakagomba,,45
Household Education Level,301,Nyakagomba,Some primary,285
Household Education Level,301,Nyakagomba,None,78
Household Education Level,301,Nyakagomba,Some secondary,17
Household Education Level,301,Nyakagomba,Post secondary,0
Household Education Level,211,Mwanghonoli,,313
Household Education Level,211,Mwanghonoli,Some primary,1918
Household Education Level,211,Mwanghonoli,None,574
Household Education Level,211,Mwanghonoli,Some secondary,109
Household Education Level,211,Mwanghonoli,Post secondary,13
Household Education Level,221,Bwera,,335
Household Education Level,221,Bwera,Some primary,1362
Household Education Level,221,Bwera,None,380
Household Education Level,221,Bwera,Some secondary,98
Household Education Level,221,Bwera,Post secondary,4
Household Education Level,271,Busanda,,50
Household Education Level,271,Busanda,Some primary,632
Household Education Level,271,Busanda,None,160
Household Education Level,271,Busanda,Some secondary,54
Household Education Level,271,Busanda,Post secondary,7
Household Education Level,071,Butinzya,,768
Household Education Level,071,Butinzya,Some primary,4597
Household Education Level,071,Butinzya,None,1865
Household Education Level,071,Butinzya,Some secondary,411
Household Education Level,071,Butinzya,Post secondary,77
Household Education Level,293,Kiwira,,4
Household Education Level,293,Kiwira,Some primary,65
Household Education Level,293,Kiwira,None,9
Household Education Level,293,Kiwira,Some secondary,10
Household Education Level,293,Kiwira,Post secondary,0
Household Education Level,083,Lamadi,,174
Household Education Level,083,Lamadi,Some primary,1315
Household Education Level,083,Lamadi,None,275
Household Education Level,083,Lamadi,Some secondary,144
Household Education Level,083,Lamadi,Post secondary,21
Household Education Level,372,Ipagala,,0
Household Education Level,372,Ipagala,Some primary,15
Household Education Level,372,Ipagala,None,0
Household Education Level,372,Ipagala,Some secondary,2
Household Education Level,372,Ipagala,Post secondary,6
Household Education Level,043,Uyovu,,210
Household Education Level,043,Uyovu,Some primary,1204
Household Education Level,043,Uyovu,None,261
Household Education Level,043,Uyovu,Some secondary,136
Household Education Level,043,Uyovu,Post secondary,7
Household Education Level,183,Buseresere,,161
Household Education Level,183,Buseresere,Some primary,668
Household Education Level,183,Buseresere,None,131
Household Education Level,183,Buseresere,Some secondary,112
Household Education Level,183,Buseresere,Post secondary,7
Household Education Level,161,Nyarutembo,,361
Household Education Level,161,Nyarutembo,Some primary,2825
Household Education Level,161,Nyarutembo,None,980
Household Education Level,161,Nyarutembo,Some secondary,200
Household Education Level,161,Nyarutembo,Post secondary,33
Household Education Level,232,Sabasaba,,9
Household Education Level,232,Sabasaba,Some primary,88
Household Education Level,232,Sabasaba,None,9
Household Education Level,232,Sabasaba,Some secondary,54
Household Education Level,232,Sabasaba,Post secondary,7
Household Education Level,051,Busonzo,,787
Household Education Level,051,Busonzo,Some primary,4163
Household Education Level,051,Busonzo,None,1528
Household Education Level,051,Busonzo,Some secondary,366
Household Education Level,051,Busonzo,Post secondary,42
Household Education Level,021,Bwongera,,907
Household Education Level,021,Bwongera,Some primary,4674
Household Education Level,021,Bwongera,None,1534
Household Education Level,021,Bwongera,Some secondary,334
Household Education Level,021,Bwongera,Post secondary,56
Household Education Level,331,Kishinda,,14
Household Education Level,331,Kishinda,Some primary,110
Household Education Level,331,Kishinda,None,9
Household Education Level,331,Kishinda,Some secondary,1
Household Education Level,331,Kishinda,Post secondary,0
Household Education Level,353,Nakayaya,,7
Household Education Level,353,Nakayaya,Some primary,60
Household Education Level,353,Nakayaya,None,6
Household Education Level,353,Nakayaya,Some secondary,21
Household Education Level,353,Nakayaya,Post secondary,1
Household Education Level,061,Kachwamba,,1169
Household Education Level,061,Kachwamba,Some primary,5834
Household Education Level,061,Kachwamba,None,1950
Household Education Level,061,Kachwamba,Some secondary,352
Household Education Level,061,Kachwamba,Post secondary,40
Household Education Level,113,Bwina,,167
Household Education Level,113,Bwina,Some primary,978
Household Education Level,113,Bwina,None,233
Household Education Level,113,Bwina,Some secondary,150
Household Education Level,113,Bwina,Post secondary,21
Household Education Level,292,Makongolosi,,0
Household Education Level,292,Makongolosi,Some primary,64
Household Education Level,292,Makongolosi,None,12
Household Education Level,292,Makongolosi,Some secondary,14
Household Education Level,292,Makongolosi,Post secondary,2
Household Education Level,362,Msasani,,1
Household Education Level,362,Msasani,Some primary,6
Household Education Level,362,Msasani,None,1
Household Education Level,362,Msasani,Some secondary,10
Household Education Level,362,Msasani,Post secondary,3
Household Education Level,192,Katubuka,,49
Household Education Level,192,Katubuka,Some primary,433
Household Education Level,192,Katubuka,None,50
Household Education Level,192,Katubuka,Some secondary,138
Household Education Level,192,Katubuka,Post secondary,57
Household Education Level,351,Kashasha,,1
Household Education Level,351,Kashasha,Some primary,64
Household Education Level,351,Kashasha,None,36
Household Education Level,351,Kashasha,Some secondary,8
Household Education Level,351,Kashasha,Post secondary,0
Household Education Level,341,Mtakuja,,12
Household Education Level,341,Mtakuja,Some primary,181
Household Education Level,341,Mtakuja,None,14
Household Education Level,341,Mtakuja,Some secondary,42
Household Education Level,341,Mtakuja,Post secondary,5
Household Education Level,253,Nyalikungu,,43
Household Education Level,253,Nyalikungu,Some primary,100
Household Education Level,253,Nyalikungu,None,20
Household Education Level,253,Nyalikungu,Some secondary,40
Household Education Level,253,Nyalikungu,Post secondary,20
Household Education Level,223,Nsalala,,24
Household Education Level,223,Nsalala,Some primary,116
Household Education Level,223,Nsalala,None,36
Household Education Level,223,Nsalala,Some secondary,20
Household Education Level,223,Nsalala,Post secondary,6
Household Education Level,013,Muganza,,259
Household Education Level,013,Muganza,Some primary,1502
Household Education Level,013,Muganza,None,418
Household Education Level,013,Muganza,Some secondary,301
Household Education Level,013,Muganza,Post secondary,46
Household Education Level,261,Geitasamo,,89
Household Education Level,261,Geitasamo,Some primary,1119
Household Education Level,261,Geitasamo,None,351
Household Education Level,261,Geitasamo,Some secondary,89
Household Education Level,261,Geitasamo,Post secondary,7
Household Education Level,242,Nyamisangura,,14
Household Education Level,242,Nyamisangura,Some primary,88
Household Education Level,242,Nyamisangura,None,0
Household Education Level,242,Nyamisangura,Some secondary,22
Household Education Level,242,Nyamisangura,Post secondary,7
Household Education Level,383,Kwemshasha,,5
Household Education Level,383,Kwemshasha,Some primary,18
Household Education Level,383,Kwemshasha,None,14
Household Education Level,383,Kwemshasha,Some secondary,2
Household Education Level,383,Kwemshasha,Post secondary,0
Household Education Level,252,Ayamohe,,40
Household Education Level,252,Ayamohe,Some primary,310
Household Education Level,252,Ayamohe,None,48
Household Education Level,252,Ayamohe,Some secondary,68
Household Education Level,252,Ayamohe,Post secondary,20
Household Education Level,272,Iyunga,,13
Household Education Level,272,Iyunga,Some primary,115
Household Education Level,272,Iyunga,None,12
Household Education Level,272,Iyunga,Some secondary,52
Household Education Level,272,Iyunga,Post secondary,7
Household Education Level,263,Nyasura,,20
Household Education Level,263,Nyasura,Some primary,107
Household Education Level,263,Nyasura,None,19
Household Education Level,263,Nyasura,Some secondary,18
Household Education Level,263,Nyasura,Post secondary,3
Household Education Level,063,Kabita,,150
Household Education Level,063,Kabita,Some primary,1155
Household Education Level,063,Kabita,None,256
Household Education Level,063,Kabita,Some secondary,137
Household Education Level,063,Kabita,Post secondary,21
Household Education Level,343,Nshamba,,2
Household Education Level,343,Nshamba,Some primary,50
Household Education Level,343,Nshamba,None,5
Household Education Level,343,Nshamba,Some secondary,22
Household Education Level,343,Nshamba,Post secondary,0
Household Education Level,032,Shanwe,,216
Household Education Level,032,Shanwe,Some primary,1178
Household Education Level,032,Shanwe,None,202
Household Education Level,032,Shanwe,Some secondary,387
Household Education Level,032,Shanwe,Post secondary,74
Household Education Level,213,Bwanga,,65
Household Education Level,213,Bwanga,Some primary,189
Household Education Level,213,Bwanga,None,83
Household Education Level,213,Bwanga,Some secondary,21
Household Education Level,213,Bwanga,Post secondary,3
Household Education Level,291,Geterer,,27
Household Education Level,291,Geterer,Some primary,380
Household Education Level,291,Geterer,None,56
Household Education Level,291,Geterer,Some secondary,27
Household Education Level,291,Geterer,Post secondary,0
Household Education Level,321,Gidihim,,127
Household Education Level,321,Gidihim,Some primary,381
Household Education Level,321,Gidihim,None,65
Household Education Level,321,Gidihim,Some secondary,16
Household Education Level,321,Gidihim,Post secondary,2
Household Education Level,072,Kawajense,,189
Household Education Level,072,Kawajense,Some primary,1308
Household Education Level,072,Kawajense,None,125
Household Education Level,072,Kawajense,Some secondary,303
Household Education Level,072,Kawajense,Post secondary,74
Household Education Level,082,Nsemulwa,,195
Household Education Level,082,Nsemulwa,Some primary,1068
Household Education Level,082,Nsemulwa,None,202
Household Education Level,082,Nsemulwa,Some secondary,294
Household Education Level,082,Nsemulwa,Post secondary,55
Household Education Level,401,Bulyakashaju,,3
Household Education Level,401,Bulyakashaju,Some primary,22
Household Education Level,401,Bulyakashaju,None,6
Household Education Level,401,Bulyakashaju,Some secondary,0
Household Education Level,401,Bulyakashaju,Post secondary,0
Household Education Level,222,Ganana,,0
Household Education Level,222,Ganana,Some primary,63
Household Education Level,222,Ganana,None,4
Household Education Level,222,Ganana,Some secondary,37
Household Education Level,222,Ganana,Post secondary,12
Household Education Level,052,Kashaulili,,159
Household Education Level,052,Kashaulili,Some primary,743
Household Education Level,052,Kashaulili,None,86
Household Education Level,052,Kashaulili,Some secondary,351
Household Education Level,052,Kashaulili,Post secondary,62
Household Education Level,112,Mwisenge,,58
Household Education Level,112,Mwisenge,Some primary,598
Household Education Level,112,Mwisenge,None,85
Household Education Level,112,Mwisenge,Some secondary,190
Household Education Level,112,Mwisenge,Post secondary,33
Household Education Level,023,Iwawa,,166
Household Education Level,023,Iwawa,Some primary,747
Household Education Level,023,Iwawa,None,202
Household Education Level,023,Iwawa,Some secondary,92
Household Education Level,023,Iwawa,Post secondary,13
Household Education Level,210,Kirogo,,1
Household Education Level,210,Kirogo,Some primary,31
Household Education Level,210,Kirogo,None,9
Household Education Level,210,Kirogo,Some secondary,6
Household Education Level,210,Kirogo,Post secondary,0
Household Education Level,243,Balili,,42
Household Education Level,243,Balili,Some primary,217
Household Education Level,243,Balili,None,20
Household Education Level,243,Balili,Some secondary,29
Household Education Level,243,Balili,Post secondary,9
Household Education Level,141,Bukome,,622
Household Education Level,141,Bukome,Some primary,3402
Household Education Level,141,Bukome,None,1260
Household Education Level,141,Bukome,Some secondary,229
Household Education Level,141,Bukome,Post secondary,14
Household Education Level,163,Manda,,135
