Question,Location,Round,Answer,Count
What is the top thing that you need information about?,Rasuwa,3,How to replace personal documentation,1
What is the top thing that you need information about?,Rasuwa,3,NA,64
What is the top thing that you need information about?,Rasuwa,3,How to get shelter materials,0
What is the top thing that you need information about?,Rasuwa,3,News about government decisions,34
What is the top thing that you need information about?,Rasuwa,3,How to register for access support,1
What is the top thing that you need information about?,Rasuwa,3,Others,0
What is the top thing that you need information about?,Rasuwa,3,Finding missing people,0
What is the top thing that you need information about?,Rasuwa,2,How to get healthcare psychosocial support,9
What is the top thing that you need information about?,Rasuwa,2,How to replace personal documentation,0
What is the top thing that you need information about?,Rasuwa,2,NA,22
What is the top thing that you need information about?,Rasuwa,2,How to get shelter materials,6
What is the top thing that you need information about?,Rasuwa,2,News about government decisions,53
What is the top thing that you need information about?,Rasuwa,2,How to register for access support,8
What is the top thing that you need information about?,Rasuwa,2,Others,1
What is the top thing that you need information about?,Rasuwa,2,Finding missing people,1
What is the top thing that you need information about?,Rasuwa,5,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Rasuwa,5,How to replace personal documentation,0
What is the top thing that you need information about?,Rasuwa,5,NA,49
What is the top thing that you need information about?,Rasuwa,5,How to get shelter materials,1
What is the top thing that you need information about?,Rasuwa,5,News about government decisions,46
What is the top thing that you need information about?,Rasuwa,5,How to register for access support,2
What is the top thing that you need information about?,Rasuwa,5,Others,0
What is the top thing that you need information about?,Rasuwa,5,Finding missing people,2
What is the top thing that you need information about?,Rasuwa,4,How to get healthcare psychosocial support,0
What is the top thing that you need information about?,Rasuwa,4,How to replace personal documentation,0
What is the top thing that you need information about?,Rasuwa,4,NA,62
What is the top thing that you need information about?,Rasuwa,4,How to get shelter materials,0
